Transition,TwoLegged,Angle,Distance,PlayerType_C,PlayerType_F,PlayerType_G,Competition_EURO,Competition_NBA,Competition_SLO1,Competition_U14,Competition_U16,Movement_dribble or cut,Movement_drive,Movement_no,target
1,0,17.48,0.54,0,0,1,0,1,0,0,0,1,0,0,6
0,0,44.2,2.03,0,0,1,0,1,0,0,0,1,0,0,6
1,0,61.97,0.99,0,0,1,0,1,0,0,0,1,0,0,2
0,0,0.94,3.33,0,0,1,0,1,0,0,0,1,0,0,6
0,1,14.85,7.43,0,0,1,0,1,0,0,0,0,0,1,1
0,1,16.14,5.87,0,0,1,0,1,0,0,0,0,0,1,1
0,0,40.47,3.94,0,0,1,0,1,0,0,0,1,0,0,6
0,1,36.21,4.33,0,0,1,0,1,0,0,0,0,0,1,6
0,1,52.4,7.35,0,0,1,0,1,0,0,0,0,0,1,1
0,0,48.7,0.87,0,0,1,0,1,0,0,0,1,0,0,2
0,1,28.27,8.16,0,0,1,0,1,0,0,0,0,0,1,1
0,0,1.47,2.09,0,0,1,0,0,1,0,0,0,0,1,1
1,1,71.31,7.18,0,0,1,0,0,1,0,0,0,0,1,1
0,1,21.95,7.88,0,0,1,0,0,1,0,0,0,0,1,1
0,1,53.65,2.79,0,0,1,0,0,1,0,0,0,0,1,2
0,0,45.13,1.97,0,0,1,0,0,1,0,0,1,0,0,2
0,1,71.21,4.64,0,0,1,0,0,1,0,0,0,0,1,1
0,1,13.74,5.64,0,0,1,0,0,1,0,0,0,0,1,1
0,0,1.15,2.68,0,0,1,0,0,1,0,0,0,1,0,6
0,0,39.75,1.17,0,0,1,0,0,1,0,0,1,0,0,2
1,1,75.27,7.15,0,0,1,0,0,1,0,0,0,0,1,1
0,0,13.54,4.8,0,0,1,0,0,1,0,0,1,0,0,1
0,1,41.17,8.14,0,0,1,0,0,1,0,0,0,0,1,1
0,1,23.13,7.36,0,0,1,0,0,1,0,0,0,0,1,1
1,0,2.88,1.06,0,0,1,0,0,1,0,0,1,0,0,2
0,0,0.0,2.52,0,0,1,0,0,1,0,0,1,0,0,2
0,0,0.0,3.65,0,0,1,0,0,1,0,0,1,0,0,2
0,1,34.94,7.67,0,0,1,0,0,1,0,0,0,0,1,1
0,1,2.5,7.37,0,0,1,0,0,1,0,0,0,0,1,1
0,1,21.19,7.26,0,0,1,0,0,1,0,0,0,0,1,1
0,1,10.86,5.69,0,0,1,0,0,1,0,0,0,0,1,1
0,1,41.52,7.68,0,0,1,0,0,1,0,0,0,0,1,1
0,1,31.24,8.68,0,0,1,0,0,1,0,0,0,0,1,1
0,1,56.73,1.15,0,1,0,0,0,1,0,0,0,0,1,1
0,0,45.21,1.51,0,1,0,0,0,1,0,0,1,0,0,1
0,1,56.73,1.15,0,1,0,0,0,1,0,0,0,0,1,1
0,1,5.53,5.56,0,0,1,0,0,1,0,0,0,0,1,1
0,0,61.67,2.92,0,0,1,0,0,1,0,0,1,0,0,2
0,1,32.86,8.0,0,0,1,0,0,1,0,0,0,0,1,1
0,1,15.83,5.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,71.06,5.27,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.0,5.53,0,0,1,0,0,1,0,0,0,0,1,1
0,1,21.32,5.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,84.34,5.87,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.85,7.2,0,0,1,0,0,1,0,0,0,0,1,1
0,1,8.77,5.27,0,0,1,0,0,1,0,0,0,0,1,1
0,1,85.17,6.88,0,1,0,0,0,1,0,0,0,0,1,1
0,1,16.82,1.11,0,1,0,0,0,1,0,0,0,0,1,1
0,1,63.03,7.21,0,1,0,0,0,1,0,0,0,0,1,1
0,1,85.17,6.88,0,1,0,0,0,1,0,0,0,0,1,1
0,1,57.56,1.08,0,1,0,0,0,1,0,0,0,0,1,3
0,1,0.43,7.15,0,1,0,0,0,1,0,0,0,0,1,1
0,1,66.63,1.46,0,1,0,0,0,1,0,0,0,0,1,1
0,1,35.89,0.91,0,1,0,0,0,1,0,0,0,0,1,2
0,1,65.19,3.3,0,1,0,0,0,1,0,0,0,0,1,1
0,1,68.13,4.44,0,1,0,0,0,1,0,0,0,0,1,1
0,1,43.5,7.63,0,1,0,0,0,1,0,0,0,0,1,1
0,1,23.3,7.31,0,1,0,0,0,1,0,0,0,0,1,1
0,0,0.0,0.2,0,1,0,0,0,1,0,0,0,1,0,2
0,1,73.39,0.89,0,1,0,0,0,1,0,0,0,0,1,1
0,1,8.38,0.37,0,1,0,0,0,1,0,0,0,0,1,3
0,1,74.31,0.95,0,1,0,0,0,1,0,0,0,0,1,1
0,1,63.81,7.04,0,1,0,0,0,1,0,0,0,0,1,1
0,1,77.97,2.52,0,1,0,0,0,1,0,0,0,0,1,3
1,0,45.15,1.81,0,1,0,0,0,1,0,0,0,0,1,1
0,1,68.12,6.18,0,1,0,0,0,1,0,0,0,0,1,1
1,0,28.99,1.22,0,1,0,0,0,1,0,0,1,0,0,1
0,1,32.7,0.5,0,1,0,0,0,1,0,0,0,0,1,3
0,0,0.0,1.33,0,1,0,0,0,1,0,0,0,0,1,1
0,1,80.82,7.0,0,1,0,0,0,1,0,0,0,0,1,1
0,0,0.0,1.06,0,1,0,0,0,1,0,0,1,0,0,6
0,1,86.57,6.98,0,1,0,0,0,1,0,0,0,0,1,1
0,0,4.6,1.34,0,1,0,0,0,1,0,0,0,0,1,6
0,1,41.87,2.01,0,1,0,0,0,1,0,0,0,0,1,1
0,0,26.62,2.03,0,1,0,0,0,1,0,0,0,1,0,2
0,1,68.75,7.24,0,1,0,0,0,1,0,0,0,0,1,1
0,1,65.54,7.12,0,1,0,0,0,1,0,0,0,0,1,1
0,1,66.92,1.34,0,1,0,0,0,1,0,0,0,0,1,1
0,1,47.29,7.36,0,1,0,0,0,1,0,0,0,0,1,1
1,0,0.0,1.22,0,1,0,0,0,1,0,0,1,0,0,6
0,1,59.8,7.25,0,1,0,0,0,1,0,0,0,0,1,1
0,1,10.27,7.21,0,1,0,0,0,1,0,0,0,0,1,1
0,1,47.37,7.14,0,1,0,0,0,1,0,0,0,0,1,1
0,1,45.46,0.9,0,1,0,0,0,1,0,0,0,0,1,5
0,1,54.61,7.23,0,1,0,0,0,1,0,0,0,0,1,1
0,1,49.52,7.11,0,1,0,0,0,1,0,0,0,0,1,1
0,1,21.19,7.26,0,1,0,0,0,1,0,0,0,0,1,1
0,1,7.95,5.42,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.55,5.53,0,0,1,0,0,1,0,0,0,0,1,1
0,1,36.61,1.26,0,1,0,0,0,1,0,0,0,0,1,6
0,1,38.06,7.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,71.65,4.23,0,0,1,0,0,1,0,0,0,0,1,1
0,1,44.01,1.93,0,0,1,0,0,1,0,0,0,0,1,2
0,1,81.25,6.99,0,0,1,0,0,1,0,0,0,0,1,1
0,1,88.35,7.02,0,0,1,0,0,1,0,0,0,0,1,1
1,0,61.07,1.53,0,0,1,0,0,1,0,0,1,0,0,2
0,0,45.46,0.9,0,0,1,0,0,1,0,0,1,0,0,2
0,1,9.23,2.0,0,1,0,0,0,1,0,0,0,0,1,1
0,0,51.86,1.63,0,1,0,0,0,1,0,0,1,0,0,2
0,1,0.0,1.28,0,1,0,0,0,1,0,0,0,0,1,3
0,1,2.1,7.31,0,1,0,0,0,1,0,0,0,0,1,1
0,1,17.45,7.32,0,1,0,0,0,1,0,0,0,0,1,1
0,1,66.16,7.03,0,1,0,0,0,1,0,0,0,0,1,1
0,1,48.91,1.21,0,1,0,0,0,1,0,0,0,0,1,3
0,1,28.54,2.13,0,1,0,0,0,1,0,0,0,0,1,3
0,1,60.91,0.86,0,1,0,0,0,1,0,0,0,0,1,1
0,1,28.9,7.43,0,1,0,0,0,1,0,0,0,0,1,1
0,1,86.13,6.98,0,1,0,0,0,1,0,0,0,0,1,1
0,1,55.31,7.17,0,1,0,0,0,1,0,0,0,0,1,1
0,1,12.62,5.39,0,1,0,0,0,1,0,0,0,0,1,1
0,1,28.94,5.65,0,1,0,0,0,1,0,0,0,0,1,1
0,1,2.08,7.37,0,1,0,0,0,1,0,0,0,0,1,1
1,1,48.0,0.87,0,1,0,0,0,1,0,0,0,0,1,1
0,1,0.56,5.48,0,0,1,0,0,1,0,0,0,0,1,1
0,1,48.41,4.44,0,0,1,0,0,1,0,0,0,0,1,1
0,1,42.25,7.33,0,0,1,0,0,1,0,0,0,0,1,1
0,1,31.03,7.27,0,0,1,0,0,1,0,0,0,0,1,1
0,1,35.95,7.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,21.57,6.7,0,0,1,0,0,1,0,0,0,0,1,1
0,1,75.68,7.13,0,0,1,0,0,1,0,0,0,0,1,1
0,0,12.69,2.19,0,0,1,0,0,1,0,0,0,1,0,2
0,0,46.51,2.95,0,0,1,0,0,1,0,0,1,0,0,1
0,1,2.54,7.26,0,0,1,0,0,1,0,0,0,0,1,1
1,0,61.2,0.98,0,0,1,0,0,1,0,0,1,0,0,2
0,0,33.07,0.88,0,0,1,0,0,1,0,0,1,0,0,2
0,1,41.88,7.14,0,0,1,0,0,1,0,0,0,0,1,1
0,0,42.56,1.66,0,0,1,0,0,1,0,0,1,0,0,2
0,1,42.82,6.15,0,0,1,0,0,1,0,0,0,0,1,1
0,1,84.33,6.94,0,0,1,0,0,1,0,0,0,0,1,1
0,1,69.03,5.68,0,0,1,0,0,1,0,0,0,0,1,1
0,1,28.04,1.94,1,0,0,0,0,1,0,0,0,0,1,3
0,1,55.21,1.11,1,0,0,0,0,1,0,0,0,0,1,2
0,1,0.0,1.44,1,0,0,0,0,1,0,0,0,0,1,3
0,1,52.34,0.95,1,0,0,0,0,1,0,0,0,0,1,3
0,1,86.76,5.47,1,0,0,0,0,1,0,0,0,0,1,1
0,1,82.0,4.54,1,0,0,0,0,1,0,0,0,0,1,1
0,1,23.0,1.1,1,0,0,0,0,1,0,0,0,0,1,3
0,1,9.04,1.02,1,0,0,0,0,1,0,0,0,0,1,1
0,1,5.93,1.56,1,0,0,0,0,1,0,0,0,0,1,2
0,1,25.99,5.26,1,0,0,0,0,1,0,0,0,0,1,1
0,1,5.75,1.07,1,0,0,0,0,1,0,0,0,0,1,4
0,1,33.26,1.47,1,0,0,0,0,1,0,0,0,0,1,6
0,1,28.97,1.77,1,0,0,0,0,1,0,0,0,0,1,3
0,1,48.3,0.79,1,0,0,0,0,1,0,0,0,0,1,4
0,1,59.97,0.62,0,1,0,0,0,1,0,0,0,0,1,5
0,0,30.52,2.11,0,1,0,0,0,1,0,0,1,0,0,2
0,1,43.14,7.29,0,1,0,0,0,1,0,0,0,0,1,1
0,0,36.34,3.53,0,1,0,0,0,1,0,0,0,1,0,2
0,1,66.29,7.2,0,1,0,0,0,1,0,0,0,0,1,1
0,0,48.3,0.79,0,1,0,0,0,1,0,0,1,0,0,2
0,0,39.71,2.01,0,1,0,0,0,1,0,0,0,0,1,3
1,1,20.1,7.33,0,1,0,0,0,1,0,0,0,0,1,1
0,1,27.18,0.47,0,1,0,0,0,1,0,0,0,0,1,3
0,1,28.57,7.28,0,1,0,0,0,1,0,0,0,0,1,1
0,1,76.42,7.05,0,1,0,0,0,1,0,0,0,0,1,1
0,0,16.58,2.06,0,1,0,0,0,1,0,0,0,0,1,6
0,1,62.11,2.85,0,1,0,0,0,1,0,0,0,0,1,1
0,1,88.34,6.97,0,1,0,0,0,1,0,0,0,0,1,1
0,1,62.09,6.18,0,1,0,0,0,1,0,0,0,0,1,1
0,1,79.18,2.51,0,1,0,0,0,1,0,0,0,0,1,1
0,0,58.19,2.02,0,1,0,0,0,1,0,0,0,0,1,1
0,1,42.56,7.37,0,1,0,0,0,1,0,0,0,0,1,1
1,1,87.01,6.97,0,1,0,0,0,1,0,0,0,0,1,1
0,1,88.34,6.97,0,1,0,0,0,1,0,0,0,0,1,1
0,1,88.34,6.97,0,1,0,0,0,1,0,0,0,0,1,1
0,1,88.79,7.02,0,1,0,0,0,1,0,0,0,0,1,1
0,1,67.24,7.2,0,1,0,0,0,1,0,0,0,0,1,1
0,1,81.38,7.1,0,1,0,0,0,1,0,0,0,0,1,1
0,1,78.4,7.16,0,1,0,0,0,1,0,0,0,0,1,1
0,1,50.27,0.91,0,1,0,0,0,1,0,0,0,0,1,5
0,1,35.56,2.76,1,0,0,0,0,1,0,0,0,0,1,1
0,1,35.56,2.76,1,0,0,0,0,1,0,0,0,0,1,1
0,1,66.03,0.76,1,0,0,0,0,1,0,0,0,0,1,1
0,1,66.03,0.76,1,0,0,0,0,1,0,0,0,0,1,1
0,1,61.2,0.98,1,0,0,0,0,1,0,0,0,0,1,2
0,1,61.2,0.98,1,0,0,0,0,1,0,0,0,0,1,2
1,1,6.49,0.47,1,0,0,0,0,1,0,0,0,0,1,5
1,1,6.49,0.47,1,0,0,0,0,1,0,0,0,0,1,5
0,1,30.52,0.42,1,0,0,0,0,1,0,0,0,0,1,2
0,1,30.52,0.42,1,0,0,0,0,1,0,0,0,0,1,2
0,1,0.0,1.01,1,0,0,0,0,1,0,0,0,0,1,1
0,1,0.0,1.01,1,0,0,0,0,1,0,0,0,0,1,1
0,1,79.1,1.64,1,0,0,0,0,1,0,0,0,0,1,4
0,1,79.1,1.64,1,0,0,0,0,1,0,0,0,0,1,4
0,1,17.58,7.27,1,0,0,0,0,1,0,0,0,0,1,1
0,1,17.58,7.27,1,0,0,0,0,1,0,0,0,0,1,1
0,1,63.96,1.07,1,0,0,0,0,1,0,0,0,0,1,3
0,1,63.96,1.07,1,0,0,0,0,1,0,0,0,0,1,3
0,1,11.91,2.08,1,0,0,0,0,1,0,0,0,0,1,1
0,1,11.91,2.08,1,0,0,0,0,1,0,0,0,0,1,1
0,1,28.35,0.9,1,0,0,0,0,1,0,0,0,0,1,2
0,1,28.35,0.9,1,0,0,0,0,1,0,0,0,0,1,2
0,0,45.09,2.27,1,0,0,0,0,1,0,0,0,0,1,3
0,0,45.09,2.27,1,0,0,0,0,1,0,0,0,0,1,3
0,1,52.99,0.6,1,0,0,0,0,1,0,0,0,0,1,1
0,1,52.99,0.6,1,0,0,0,0,1,0,0,0,0,1,1
0,1,0.45,6.77,1,0,0,0,0,1,0,0,0,0,1,1
0,1,0.45,6.77,1,0,0,0,0,1,0,0,0,0,1,1
0,1,73.08,1.06,1,0,0,0,0,1,0,0,0,0,1,2
0,1,73.08,1.06,1,0,0,0,0,1,0,0,0,0,1,2
0,1,27.03,0.59,1,0,0,0,0,1,0,0,0,0,1,2
1,0,43.46,1.17,1,0,0,0,0,1,0,0,0,0,1,6
0,1,18.83,0.5,1,0,0,0,0,1,0,0,0,0,1,2
0,1,50.76,0.83,1,0,0,0,0,1,0,0,0,0,1,1
0,1,50.89,1.17,1,0,0,0,0,1,0,0,0,0,1,6
0,1,62.72,1.15,1,0,0,0,0,1,0,0,0,0,1,3
0,1,50.76,0.83,1,0,0,0,0,1,0,0,0,0,1,3
0,0,66.26,1.17,1,0,0,0,0,1,0,0,0,0,1,1
0,0,45.59,3.67,0,1,0,0,0,1,0,0,1,0,0,1
0,1,0.84,7.31,0,1,0,0,0,1,0,0,0,0,1,1
0,1,42.23,7.25,0,1,0,0,0,1,0,0,0,0,1,1
0,1,69.09,4.19,0,1,0,0,0,1,0,0,0,0,1,1
1,0,42.75,1.82,0,1,0,0,0,1,0,0,1,0,0,2
1,1,32.69,9.32,0,1,0,0,0,1,0,0,0,0,1,1
0,1,31.88,7.4,0,1,0,0,0,1,0,0,0,0,1,1
0,1,76.39,4.52,0,1,0,0,0,1,0,0,0,0,1,1
0,0,65.22,2.54,0,1,0,0,0,1,0,0,0,1,0,2
0,1,42.25,7.33,0,1,0,0,0,1,0,0,0,0,1,1
0,1,43.12,7.21,0,1,0,0,0,1,0,0,0,0,1,1
0,1,30.21,7.77,0,1,0,0,0,1,0,0,0,0,1,1
0,1,20.95,4.19,0,1,0,0,0,1,0,0,0,0,1,1
0,1,38.52,1.29,0,1,0,0,0,1,0,0,0,0,1,1
0,1,11.27,7.4,0,1,0,0,0,1,0,0,0,0,1,1
0,1,49.91,1.4,0,0,1,0,0,1,0,0,0,0,1,1
0,1,6.61,1.4,0,0,1,0,0,1,0,0,0,0,1,3
0,1,3.21,0.96,0,1,0,0,0,1,0,0,0,0,1,1
0,1,0.0,5.53,0,1,0,0,0,1,0,0,0,0,1,1
0,1,80.76,0.92,0,0,1,0,0,1,0,0,0,0,1,3
0,1,47.18,1.17,1,0,0,0,0,1,0,0,0,0,1,1
0,1,25.53,1.12,0,1,0,0,0,1,0,0,0,0,1,1
0,1,63.96,1.07,0,0,1,0,0,1,0,0,0,0,1,4
0,1,20.84,1.66,0,0,1,0,0,1,0,0,0,0,1,1
0,1,36.57,0.99,0,1,0,0,0,1,0,0,0,0,1,1
0,1,20.38,1.08,0,0,1,0,0,1,0,0,0,0,1,3
0,1,6.77,0.91,0,0,1,0,0,1,0,0,0,0,1,4
0,1,81.43,4.61,0,0,1,0,0,1,0,0,0,0,1,1
0,1,77.92,1.48,1,0,0,0,0,1,0,0,0,0,1,3
0,1,42.97,0.86,0,0,1,0,0,1,0,0,0,0,1,1
0,1,86.57,6.98,0,0,1,0,0,1,0,0,0,0,1,1
0,0,24.8,2.3,0,0,1,0,0,1,0,0,1,0,0,2
0,0,46.53,1.62,0,0,1,0,0,1,0,0,1,0,0,2
0,1,23.68,7.34,0,0,1,0,0,1,0,0,0,0,1,1
0,1,28.86,7.55,0,0,1,0,0,1,0,0,0,0,1,1
0,1,52.2,1.56,0,0,1,0,0,1,0,0,0,0,1,3
0,1,82.95,6.91,0,0,1,0,0,1,0,0,0,0,1,1
0,1,24.85,7.52,0,0,1,0,0,1,0,0,0,0,1,1
0,1,70.27,5.07,0,0,1,0,0,1,0,0,0,0,1,1
0,1,83.93,7.0,0,0,1,0,0,1,0,0,0,0,1,1
0,1,44.08,7.78,0,0,1,0,0,1,0,0,0,0,1,1
0,1,24.93,6.1,0,0,1,0,0,1,0,0,0,0,1,1
1,0,46.53,1.62,0,0,1,0,0,1,0,0,1,0,0,2
0,1,52.74,7.27,0,0,1,0,0,1,0,0,0,0,1,1
0,1,23.74,5.46,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.0,3.22,0,0,1,0,0,1,0,0,0,0,1,1
0,1,39.78,7.2,0,0,1,0,0,1,0,0,0,0,1,1
0,1,27.59,7.52,0,0,1,0,0,1,0,0,0,0,1,1
1,0,1.79,1.71,0,0,1,0,0,1,0,0,1,0,0,1
0,1,48.79,7.33,0,0,1,0,0,1,0,0,0,0,1,1
0,1,53.73,7.44,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.58,5.32,0,0,1,0,0,1,0,0,0,0,1,1
1,0,1.79,1.71,0,0,1,0,0,1,0,0,1,0,0,2
0,1,89.57,5.41,0,0,1,0,0,1,0,0,0,0,1,1
0,0,1.12,2.73,0,0,1,0,0,1,0,0,1,0,0,1
0,1,11.03,7.28,0,0,1,0,0,1,0,0,0,0,1,1
1,1,63.6,7.24,0,0,1,0,0,1,0,0,0,0,1,1
0,1,68.67,5.29,1,0,0,0,0,1,0,0,0,0,1,1
0,1,77.51,4.17,1,0,0,0,0,1,0,0,0,0,1,1
0,1,27.12,4.58,1,0,0,0,0,1,0,0,0,0,1,1
0,1,43.12,5.96,1,0,0,0,0,1,0,0,0,0,1,1
0,1,70.35,1.08,1,0,0,0,0,1,0,0,0,0,1,1
0,1,52.99,0.87,1,0,0,0,0,1,0,0,0,0,1,5
0,1,2.3,1.33,1,0,0,0,0,1,0,0,0,0,1,2
0,1,60.37,4.44,1,0,0,0,0,1,0,0,0,0,1,1
0,1,48.91,1.21,1,0,0,0,0,1,0,0,0,0,1,1
0,1,54.7,0.72,1,0,0,0,0,1,0,0,0,0,1,1
0,1,25.62,4.58,1,0,0,0,0,1,0,0,0,0,1,1
0,1,36.34,1.99,1,0,0,0,0,1,0,0,0,0,1,3
0,1,69.61,2.74,1,0,0,0,0,1,0,0,0,0,1,3
0,1,66.51,7.13,0,0,1,0,0,1,0,0,0,0,1,1
0,1,88.78,6.97,0,0,1,0,0,1,0,0,0,0,1,1
0,1,11.52,7.24,0,0,1,0,0,1,0,0,0,0,1,1
0,1,88.34,6.97,0,0,1,0,0,1,0,0,0,0,1,1
0,1,6.84,7.2,0,0,1,0,0,1,0,0,0,0,1,1
0,1,87.88,6.92,0,0,1,0,0,1,0,0,0,0,1,1
1,0,55.08,1.76,0,0,1,0,0,1,0,0,1,0,0,2
0,1,74.2,7.07,0,0,1,0,0,1,0,0,0,0,1,1
0,1,75.68,7.13,0,0,1,0,0,1,0,0,0,0,1,1
0,1,84.33,6.94,0,0,1,0,0,1,0,0,0,0,1,1
0,1,11.57,2.4,1,0,0,0,0,1,0,0,0,0,1,1
0,1,6.49,0.47,1,0,0,0,0,1,0,0,0,0,1,2
0,1,75.03,4.33,1,0,0,0,0,1,0,0,0,0,1,1
0,1,25.73,7.16,1,0,0,0,0,1,0,0,0,0,1,1
1,1,84.54,4.95,1,0,0,0,0,1,0,0,0,0,1,1
0,1,37.02,1.6,1,0,0,0,0,1,0,0,0,0,1,3
0,1,52.31,2.71,1,0,0,0,0,1,0,0,0,0,1,6
0,1,52.31,2.71,1,0,0,0,0,1,0,0,0,0,1,3
0,1,61.13,4.1,1,0,0,0,0,1,0,0,0,0,1,1
0,1,69.15,5.56,1,0,0,0,0,1,0,0,0,0,1,1
0,1,26.12,7.3,1,0,0,0,0,1,0,0,0,0,1,1
0,1,0.43,7.15,1,0,0,0,0,1,0,0,0,0,1,1
0,1,80.39,2.5,1,0,0,0,0,1,0,0,0,0,1,3
0,1,41.88,7.14,1,0,0,0,0,1,0,0,0,0,1,1
0,1,26.31,7.37,1,0,0,0,0,1,0,0,0,0,1,1
0,1,86.79,6.49,1,0,0,0,0,1,0,0,0,0,1,1
0,1,5.73,1.61,1,0,0,0,0,1,0,0,0,0,1,1
0,1,37.28,1.95,1,0,0,0,0,1,0,0,0,0,1,1
0,1,37.08,1.33,1,0,0,0,0,1,0,0,0,0,1,6
0,1,63.9,1.19,1,0,0,0,0,1,0,0,0,0,1,1
0,1,49.52,7.11,1,0,0,0,0,1,0,0,0,0,1,1
1,1,65.38,1.0,1,0,0,0,0,1,0,0,0,0,1,2
0,0,1.64,1.87,1,0,0,0,0,1,0,0,0,0,1,3
1,1,0.72,4.24,1,0,0,0,0,1,0,0,0,0,1,1
0,1,44.93,7.21,1,0,0,0,0,1,0,0,0,0,1,1
0,1,87.88,6.92,0,0,1,0,0,1,0,0,0,0,1,1
0,1,49.49,1.06,0,1,0,0,0,1,0,0,0,0,1,6
1,0,51.64,1.37,0,1,0,0,0,1,0,0,1,0,0,2
0,1,23.85,0.4,0,1,0,0,0,1,0,0,0,0,1,3
0,1,33.3,1.66,0,1,0,0,0,1,0,0,0,0,1,2
0,1,5.3,4.64,0,1,0,0,0,1,0,0,0,0,1,1
0,0,34.69,0.38,0,1,0,0,0,1,0,0,0,1,0,2
0,1,1.38,4.46,0,1,0,0,0,1,0,0,0,0,1,1
0,1,45.58,0.75,1,0,0,0,0,1,0,0,0,0,1,4
0,0,61.07,1.53,1,0,0,0,0,1,0,0,0,0,1,3
0,1,49.55,1.97,1,0,0,0,0,1,0,0,0,0,1,2
1,1,59.02,1.12,1,0,0,0,0,1,0,0,0,0,1,4
0,1,11.39,1.08,1,0,0,0,0,1,0,0,0,0,1,1
0,1,81.77,1.79,1,0,0,0,0,1,0,0,0,0,1,3
0,1,23.67,3.34,1,0,0,0,0,1,0,0,0,0,1,3
0,1,54.7,0.72,1,0,0,0,0,1,0,0,0,0,1,3
0,1,55.84,0.65,1,0,0,0,0,1,0,0,0,0,1,1
0,1,86.73,1.18,1,0,0,0,0,1,0,0,0,0,1,1
0,1,49.85,0.98,1,0,0,0,0,1,0,0,0,0,1,3
0,1,54.23,0.99,1,0,0,0,0,1,0,0,0,0,1,3
0,1,40.64,0.9,1,0,0,0,0,1,0,0,0,0,1,3
0,1,40.64,0.9,1,0,0,0,0,1,0,0,0,0,1,3
0,0,20.1,1.25,1,0,0,0,0,1,0,0,0,0,1,1
0,1,40.58,1.4,1,0,0,0,0,1,0,0,0,0,1,6
0,1,28.05,5.35,0,0,1,0,0,1,0,0,0,0,1,1
0,1,43.73,7.28,0,0,1,0,0,1,0,0,0,0,1,1
0,1,50.08,7.19,0,0,1,0,0,1,0,0,0,0,1,1
0,1,18.5,7.76,0,0,1,0,0,1,0,0,0,0,1,6
0,1,27.47,5.69,0,0,1,0,0,1,0,0,0,0,1,1
0,1,1.26,7.31,0,0,1,0,0,1,0,0,0,0,1,1
0,0,2.55,2.41,0,0,1,0,0,1,0,0,0,0,1,1
0,1,22.13,7.25,0,0,1,0,0,1,0,0,0,0,1,1
0,1,35.7,7.34,0,0,1,0,0,1,0,0,0,0,1,1
0,1,40.28,8.45,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.84,7.31,0,0,1,0,0,1,0,0,0,0,1,1
0,1,34.43,7.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,25.18,7.3,0,0,1,0,0,1,0,0,0,0,1,1
0,1,78.31,7.11,0,0,1,0,0,1,0,0,0,0,1,1
0,1,39.89,7.35,0,0,1,0,0,1,0,0,0,0,1,1
0,0,76.5,2.48,0,0,1,0,0,1,0,0,0,0,1,6
0,1,76.53,7.11,0,0,1,0,0,1,0,0,0,0,1,1
0,0,74.45,1.56,0,0,1,0,0,1,0,0,0,1,0,2
0,0,17.21,2.35,0,0,1,0,0,1,0,0,1,0,0,1
0,1,42.54,7.29,0,0,1,0,0,1,0,0,0,0,1,1
0,1,79.08,7.04,0,0,1,0,0,1,0,0,0,0,1,1
0,1,80.67,6.89,0,0,1,0,0,1,0,0,0,0,1,1
0,1,82.61,6.59,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.85,7.2,0,0,1,0,0,1,0,0,0,0,1,1
0,0,26.61,2.15,0,0,1,0,0,1,0,0,0,1,0,6
0,0,63.01,2.22,0,0,1,0,0,1,0,0,1,0,0,2
0,1,64.02,4.89,0,0,1,0,0,1,0,0,0,0,1,1
1,1,50.35,7.24,0,0,1,0,0,1,0,0,0,0,1,1
0,1,21.82,7.35,0,0,1,0,0,1,0,0,0,0,1,1
0,1,63.96,1.07,0,0,1,0,0,1,0,0,0,0,1,3
0,0,67.84,1.68,0,0,1,0,0,1,0,0,0,1,0,2
0,1,80.31,6.96,0,0,1,0,0,1,0,0,0,0,1,1
0,1,0.0,1.28,0,1,0,0,0,1,0,0,0,0,1,3
0,1,67.02,7.27,0,1,0,0,0,1,0,0,0,0,1,1
0,1,31.48,1.44,0,1,0,0,0,1,0,0,0,0,1,2
0,1,34.58,2.08,0,1,0,0,0,1,0,0,0,0,1,3
1,1,2.88,1.06,0,1,0,0,0,1,0,0,0,0,1,2
0,1,1.68,7.31,0,1,0,0,0,1,0,0,0,0,1,1
0,1,12.01,1.8,0,1,0,0,0,1,0,0,0,0,1,1
0,1,66.78,3.79,0,1,0,0,0,1,0,0,0,0,1,3
1,1,43.74,1.47,0,1,0,0,0,1,0,0,0,0,1,3
0,1,12.67,7.33,0,1,0,0,0,1,0,0,0,0,1,1
1,0,24.74,1.41,0,1,0,0,0,1,0,0,0,0,1,1
0,1,86.57,6.98,0,0,1,0,0,1,0,0,0,0,1,1
0,0,53.45,1.33,0,0,1,0,0,1,0,0,0,0,1,6
0,0,62.05,2.73,0,0,1,0,0,1,0,0,1,0,0,1
0,1,64.94,2.13,0,0,1,0,0,1,0,0,0,0,1,1
0,1,34.54,7.37,0,0,1,0,0,1,0,0,0,0,1,1
