Transition,TwoLegged,Angle,Distance,PlayerType_C,PlayerType_F,PlayerType_G,Competition_EURO,Competition_NBA,Competition_SLO1,Competition_U14,Competition_U16,Movement_dribble or cut,Movement_drive,Movement_no,target
0,1,6.16,3.99,0,1,0,0,0,0,0,1,0,0,1,1
0,1,58.57,7.41,0,1,0,0,0,0,0,1,0,0,1,1
0,0,72.56,0.67,0,1,0,0,0,0,0,1,1,0,0,2
0,1,23.68,7.34,0,1,0,0,0,0,0,1,0,0,1,1
0,1,86.35,6.98,0,1,0,0,0,0,0,1,0,0,1,1
0,1,40.92,7.61,0,1,0,0,0,0,0,1,0,0,1,1
0,1,71.44,7.23,0,1,0,0,0,0,0,1,0,0,1,1
0,0,55.03,2.42,0,1,0,0,0,0,0,1,1,0,0,6
0,1,74.17,3.9,0,1,0,0,0,0,0,1,0,0,1,1
0,1,26.31,7.37,0,1,0,0,0,0,0,1,0,0,1,1
0,1,86.79,6.98,0,1,0,0,0,0,0,1,0,0,1,1
0,1,19.05,7.22,0,1,0,0,0,0,0,1,0,0,1,1
1,0,65.66,0.88,0,1,0,0,0,0,0,1,1,0,0,1
0,0,5.75,1.07,0,1,0,0,0,0,0,1,1,0,0,6
1,1,87.6,7.14,0,0,1,0,1,0,0,0,0,0,1,1
0,1,26.06,2.6,0,0,1,0,1,0,0,0,0,0,1,1
0,1,82.22,7.09,0,0,1,0,1,0,0,0,0,0,1,1
0,1,31.73,7.35,0,0,1,0,1,0,0,0,0,0,1,1
0,1,62.94,5.38,0,0,1,0,1,0,0,0,0,0,1,1
0,1,58.72,7.26,0,0,1,0,1,0,0,0,0,0,1,1
0,1,42.06,4.63,0,0,1,0,1,0,0,0,0,0,1,1
0,1,60.12,7.34,0,0,1,0,1,0,0,0,0,0,1,1
0,1,27.15,7.39,0,0,1,0,1,0,0,0,0,0,1,1
0,1,31.87,7.42,0,0,1,0,1,0,0,0,0,0,1,1
0,1,86.7,7.09,0,0,1,0,1,0,0,0,0,0,1,1
0,1,46.83,0.6,0,0,1,0,1,0,0,0,0,0,1,2
0,1,0.59,5.26,0,0,1,0,1,0,0,0,0,0,1,1
0,1,48.09,1.02,0,0,1,0,1,0,0,0,0,0,1,2
0,1,9.22,1.7,0,0,1,0,1,0,0,0,0,0,1,4
0,1,28.48,5.48,0,0,1,0,1,0,0,0,0,0,1,1
0,1,7.52,2.08,0,0,1,0,1,0,0,0,0,0,1,1
0,1,0.0,1.18,0,0,1,0,1,0,0,0,0,0,1,2
0,0,12.79,0.98,0,1,0,0,1,0,0,0,0,0,1,6
0,1,0.0,1.12,0,1,0,0,1,0,0,0,0,0,1,4
0,1,53.02,0.95,0,1,0,0,1,0,0,0,0,0,1,6
0,1,7.3,0.86,0,1,0,0,1,0,0,0,0,0,1,3
0,1,34.32,7.43,0,0,1,0,1,0,0,0,0,0,1,1
0,1,12.62,7.48,0,0,1,0,1,0,0,0,0,0,1,1
1,1,85.36,7.1,0,0,1,0,1,0,0,0,0,0,1,1
0,1,33.68,5.99,0,1,0,0,1,0,0,0,0,0,1,1
0,1,62.39,3.38,0,1,0,0,1,0,0,0,0,0,1,6
0,1,56.48,4.83,0,1,0,0,1,0,0,0,0,0,1,1
0,1,32.43,5.38,0,1,0,0,1,0,0,0,0,0,1,1
0,1,42.11,5.6,0,1,0,0,1,0,0,0,0,0,1,1
1,1,20.8,7.51,0,1,0,0,1,0,0,0,0,0,1,1
1,1,27.15,7.39,0,1,0,0,1,0,0,0,0,0,1,1
0,1,38.65,6.45,0,1,0,0,1,0,0,0,0,0,1,1
0,1,40.88,7.32,0,1,0,0,1,0,0,0,0,0,1,1
0,1,64.1,4.72,0,1,0,0,1,0,0,0,0,0,1,1
0,1,18.69,3.4,0,1,0,0,1,0,0,0,0,0,1,1
0,1,64.16,5.87,0,1,0,0,1,0,0,0,0,0,1,1
1,1,36.34,7.35,0,1,0,0,1,0,0,0,0,0,1,1
0,1,37.36,7.45,0,1,0,0,1,0,0,0,0,0,1,1
0,1,48.94,5.49,0,1,0,0,1,0,0,0,0,0,1,1
0,1,67.87,6.93,0,1,0,0,1,0,0,0,0,0,1,1
0,1,82.77,5.87,0,1,0,0,1,0,0,0,0,0,1,1
0,1,23.48,5.19,0,1,0,0,1,0,0,0,0,0,1,6
0,1,10.64,5.01,0,1,0,0,1,0,0,0,0,0,1,1
0,1,43.09,6.29,0,1,0,0,1,0,0,0,0,0,1,1
0,1,48.5,5.52,0,1,0,0,1,0,0,0,0,0,1,1
0,1,14.81,1.28,0,1,0,0,1,0,0,0,0,0,1,1
1,0,12.79,0.98,0,1,0,0,1,0,0,0,1,0,0,6
0,1,13.82,5.92,0,1,0,0,1,0,0,0,0,0,1,1
0,1,69.58,5.75,0,1,0,0,1,0,0,0,0,0,1,1
1,0,36.37,0.92,0,1,0,0,1,0,0,0,1,0,0,1
0,1,56.71,4.56,0,1,0,0,1,0,0,0,0,0,1,1
0,0,72.49,1.54,0,1,0,0,1,0,0,0,0,0,1,1
0,1,72.64,5.25,0,1,0,0,1,0,0,0,0,0,1,1
0,1,67.87,7.23,0,1,0,0,1,0,0,0,0,0,1,1
1,0,54.64,0.8,0,1,0,0,1,0,0,0,1,0,0,2
0,1,11.03,5.97,0,1,0,0,1,0,0,0,0,0,1,1
0,1,2.68,5.81,0,1,0,0,1,0,0,0,0,0,1,1
0,1,4.55,0.69,1,0,0,0,1,0,0,0,0,0,1,6
0,1,31.55,4.68,1,0,0,0,1,0,0,0,0,0,1,1
0,1,65.46,0.72,1,0,0,0,1,0,0,0,0,0,1,4
0,1,46.58,0.67,1,0,0,0,1,0,0,0,0,0,1,4
0,1,22.15,1.15,1,0,0,0,1,0,0,0,0,0,1,1
0,1,2.42,1.29,1,0,0,0,1,0,0,0,0,0,1,3
0,1,13.6,1.16,1,0,0,0,1,0,0,0,0,0,1,3
0,1,0.56,5.53,1,0,0,0,1,0,0,0,0,0,1,1
0,1,12.28,5.89,1,0,0,0,1,0,0,0,0,0,1,1
0,1,25.96,5.97,0,1,0,0,1,0,0,0,0,0,1,1
0,1,49.88,6.62,0,1,0,0,1,0,0,0,0,0,1,1
0,1,57.34,6.27,0,1,0,0,1,0,0,0,0,0,1,1
1,0,69.56,2.9,0,1,0,0,1,0,0,0,1,0,0,1
0,1,41.87,7.5,0,1,0,0,1,0,0,0,0,0,1,1
0,1,25.09,5.14,0,1,0,0,1,0,0,0,0,0,1,1
0,1,19.37,7.38,0,1,0,0,1,0,0,0,0,0,1,1
0,1,12.03,7.57,0,1,0,0,1,0,0,0,0,0,1,1
0,1,49.58,0.71,0,1,0,0,1,0,0,0,0,0,1,5
0,1,55.76,0.92,0,1,0,0,1,0,0,0,0,0,1,2
0,1,56.77,0.85,0,1,0,0,1,0,0,0,0,0,1,5
1,0,52.25,0.76,0,1,0,0,1,0,0,0,1,0,0,2
1,1,31.64,0.42,0,1,0,0,1,0,0,0,0,0,1,2
0,1,38.43,5.87,0,1,0,0,1,0,0,0,0,0,1,1
1,1,27.69,0.59,0,1,0,0,1,0,0,0,0,0,1,1
0,0,62.29,1.35,0,1,0,0,1,0,0,0,0,0,1,3
0,1,30.93,7.41,0,1,0,0,1,0,0,0,0,0,1,1
0,1,88.45,6.97,0,1,0,0,1,0,0,0,0,0,1,1
0,1,85.74,6.99,0,1,0,0,1,0,0,0,0,0,1,1
0,1,85.78,7.04,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0.0,1.29,0,1,0,0,1,0,0,0,0,1,0,6
0,1,87.14,7.08,0,1,0,0,1,0,0,0,0,0,1,1
0,1,84.48,7.11,0,1,0,0,1,0,0,0,0,0,1,1
0,1,87.99,6.92,0,1,0,0,1,0,0,0,0,0,1,1
0,1,57.98,0.77,0,0,1,0,1,0,0,0,0,0,1,3
0,1,61.05,3.23,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0.75,4.16,1,0,0,0,1,0,0,0,1,0,0,6
0,1,16.06,7.48,0,0,1,0,1,0,0,0,0,0,1,1
0,1,80.67,7.28,0,0,1,0,1,0,0,0,0,0,1,1
0,1,0.78,7.96,1,0,0,0,1,0,0,0,0,0,1,1
1,1,54.64,7.27,0,1,0,0,1,0,0,0,0,0,1,1
0,1,8.0,6.25,0,0,1,0,1,0,0,0,0,0,1,1
0,1,21.37,5.53,0,0,1,0,1,0,0,0,0,0,1,3
1,1,11.85,6.89,0,0,1,0,1,0,0,0,0,0,1,1
0,1,18.17,6.98,1,0,0,0,1,0,0,0,0,0,1,1
0,1,21.37,5.53,1,0,0,0,1,0,0,0,0,0,1,1
0,0,55.12,2.26,0,0,1,0,1,0,0,0,0,0,1,6
0,1,30.27,5.83,0,0,1,0,1,0,0,0,0,0,1,1
0,1,1.9,6.58,0,0,1,0,1,0,0,0,0,0,1,1
1,0,9.19,1.36,0,0,1,0,1,0,0,0,1,0,0,1
0,1,16.78,6.41,0,0,1,0,1,0,0,0,0,0,1,1
0,1,51.86,1.11,0,0,1,0,1,0,0,0,0,0,1,2
0,1,31.56,7.59,0,0,1,0,1,0,0,0,0,0,1,1
0,1,4.63,4.72,0,0,1,0,1,0,0,0,0,0,1,1
0,1,75.97,6.0,0,0,1,0,1,0,0,0,0,0,1,1
0,1,41.89,7.58,0,0,1,0,1,0,0,0,0,0,1,1
0,1,13.03,5.79,0,0,1,0,1,0,0,0,0,0,1,1
1,0,3.44,0.91,0,0,1,0,1,0,0,0,1,0,0,2
0,1,68.44,7.26,0,0,1,0,1,0,0,0,0,0,1,1
0,0,38.46,1.23,0,0,1,0,1,0,0,0,1,0,0,6
1,1,64.95,7.21,0,0,1,0,1,0,0,0,0,0,1,1
0,1,24.7,7.42,0,0,1,0,1,0,0,0,0,0,1,1
0,0,26.81,1.57,0,0,1,0,1,0,0,0,1,0,0,6
0,1,75.62,7.19,0,0,1,0,1,0,0,0,0,0,1,1
0,1,52.46,5.01,0,0,1,0,1,0,0,0,0,0,1,1
0,0,19.86,0.96,0,0,1,0,1,0,0,0,1,0,0,1
0,0,37.04,5.96,0,0,1,0,1,0,0,0,0,1,0,6
1,1,30.5,7.51,0,0,1,0,1,0,0,0,0,0,1,1
0,1,22.74,8.45,0,0,1,0,1,0,0,0,0,0,1,1
0,1,5.0,7.49,0,0,1,0,1,0,0,0,0,0,1,1
0,1,12.39,6.34,0,0,1,0,1,0,0,0,0,0,1,1
0,1,79.07,7.1,0,0,1,0,1,0,0,0,0,0,1,1
0,1,59.72,4.85,0,1,0,0,1,0,0,0,0,0,1,1
0,1,3.46,3.61,0,0,1,0,1,0,0,0,0,0,1,1
0,0,51.55,0.83,0,0,1,0,1,0,0,0,0,0,1,6
0,0,1.55,2.01,0,0,1,0,1,0,0,0,1,0,0,1
0,1,30.14,7.48,0,0,1,0,1,0,0,0,0,0,1,1
1,1,0.84,7.41,0,0,1,0,1,0,0,0,0,0,1,1
0,1,62.74,6.18,0,0,1,0,1,0,0,0,0,0,1,1
1,1,65.31,5.33,0,0,1,0,1,0,0,0,0,0,1,1
1,1,87.99,6.92,0,0,1,0,1,0,0,0,0,0,1,1
0,0,9.53,1.64,0,0,1,0,1,0,0,0,1,0,0,1
0,1,13.07,7.94,0,0,1,0,1,0,0,0,0,0,1,1
0,1,8.21,6.48,0,0,1,0,1,0,0,0,0,0,1,1
0,1,88.29,4.47,0,0,1,0,1,0,0,0,0,0,1,1
0,0,52.97,1.23,0,1,0,0,1,0,0,0,0,1,0,6
0,1,63.52,0.67,0,1,0,0,1,0,0,0,0,0,1,6
0,1,30.11,6.08,0,1,0,0,1,0,0,0,0,0,1,1
0,1,62.71,0.55,0,1,0,0,1,0,0,0,0,0,1,2
0,1,47.0,5.28,0,1,0,0,1,0,0,0,0,0,1,1
0,1,63.6,0.55,0,1,0,0,1,0,0,0,0,0,1,6
0,1,75.23,3.55,0,1,0,0,1,0,0,0,0,0,1,1
0,1,83.01,4.72,0,1,0,0,1,0,0,0,0,0,1,1
0,1,1.9,6.58,0,1,0,0,1,0,0,0,0,0,1,1
1,0,9.14,1.03,0,0,1,0,1,0,0,0,1,0,0,2
0,1,14.6,5.83,0,0,1,0,1,0,0,0,0,0,1,1
1,0,0.0,0.63,0,0,1,0,1,0,0,0,1,0,0,2
0,1,46.38,0.75,0,0,1,0,1,0,0,0,0,0,1,4
0,1,53.33,0.41,0,0,1,0,1,0,0,0,0,0,1,2
0,1,60.82,0.5,0,0,1,0,1,0,0,0,0,0,1,5
0,1,29.47,5.53,0,0,1,0,1,0,0,0,0,0,1,1
0,1,71.16,1.27,1,0,0,0,1,0,0,0,0,0,1,4
0,1,0.0,0.57,1,0,0,0,1,0,0,0,0,0,1,5
0,1,22.71,2.12,1,0,0,0,1,0,0,0,0,0,1,3
0,1,64.87,0.96,1,0,0,0,1,0,0,0,0,0,1,2
0,1,70.17,1.04,1,0,0,0,1,0,0,0,0,0,1,3
0,1,27.39,2.01,1,0,0,0,1,0,0,0,0,0,1,3
1,1,23.55,7.36,1,0,0,0,1,0,0,0,0,0,1,3
0,1,12.02,2.61,0,1,0,0,1,0,0,0,0,0,1,1
0,1,49.79,3.28,0,1,0,0,1,0,0,0,0,0,1,1
0,1,33.39,7.42,0,1,0,0,1,0,0,0,0,0,1,1
0,1,19.66,1.78,0,1,0,0,1,0,0,0,0,0,1,1
0,1,28.47,7.42,0,1,0,0,1,0,0,0,0,0,1,1
0,1,46.58,7.57,0,1,0,0,1,0,0,0,0,0,1,1
0,1,75.89,2.81,0,1,0,0,1,0,0,0,0,0,1,1
0,1,34.84,6.0,0,1,0,0,1,0,0,0,0,0,1,1
0,1,83.68,4.71,0,1,0,0,1,0,0,0,0,0,1,1
0,1,46.38,0.75,0,1,0,0,1,0,0,0,0,0,1,2
0,1,63.6,0.55,0,1,0,0,1,0,0,0,0,0,1,2
0,1,87.67,4.63,0,1,0,0,1,0,0,0,0,0,1,1
0,1,56.77,4.16,0,1,0,0,1,0,0,0,0,0,1,1
0,1,16.3,1.75,0,1,0,0,1,0,0,0,0,0,1,1
0,1,34.02,1.56,0,1,0,0,1,0,0,0,0,0,1,2
0,1,80.59,4.86,0,1,0,0,1,0,0,0,0,0,1,1
0,1,36.85,3.54,0,1,0,0,1,0,0,0,0,0,1,1
0,1,4.94,5.06,0,1,0,0,1,0,0,0,0,0,1,1
0,0,32.2,0.61,0,1,0,0,1,0,0,0,0,1,0,2
0,1,42.2,2.19,0,1,0,0,1,0,0,0,0,0,1,3
0,1,55.59,0.53,0,1,0,0,1,0,0,0,0,0,1,2
0,1,0.0,1.62,0,1,0,0,1,0,0,0,0,0,1,1
0,1,19.82,1.61,0,1,0,0,1,0,0,0,0,0,1,3
0,1,79.88,0.5,0,1,0,0,1,0,0,0,0,0,1,2
0,1,76.59,0.34,0,1,0,0,1,0,0,0,0,0,1,2
0,1,72.49,1.54,0,1,0,0,1,0,0,0,0,0,1,1
0,1,16.45,1.35,0,1,0,0,1,0,0,0,0,0,1,5
0,1,63.46,0.79,1,0,0,0,1,0,0,0,0,0,1,4
0,1,65.88,7.34,1,0,0,0,1,0,0,0,0,0,1,1
0,1,75.13,4.17,1,0,0,0,1,0,0,0,0,0,1,1
0,1,89.74,7.08,1,0,0,0,1,0,0,0,0,0,1,1
0,1,77.71,7.35,1,0,0,0,1,0,0,0,0,0,1,1
0,1,88.02,7.03,1,0,0,0,1,0,0,0,0,0,1,1
0,1,34.07,6.41,1,0,0,0,1,0,0,0,0,0,1,1
0,1,88.49,7.13,0,0,1,0,1,0,0,0,0,0,1,1
0,0,52.92,1.77,0,0,1,0,1,0,0,0,1,0,0,1
0,1,36.37,0.92,0,0,1,0,1,0,0,0,0,0,1,4
0,1,49.58,0.71,0,0,1,0,1,0,0,0,0,0,1,2
0,0,29.98,0.98,0,0,1,0,1,0,0,0,1,0,0,2
0,1,44.12,5.94,0,0,1,0,1,0,0,0,0,0,1,1
0,0,2.91,1.07,0,0,1,0,1,0,0,0,0,0,1,1
0,1,84.92,7.1,0,0,1,0,1,0,0,0,0,0,1,1
0,0,46.53,1.88,0,0,1,0,1,0,0,0,0,0,1,1
0,0,28.21,3.34,0,0,1,0,1,0,0,0,0,1,0,6
0,0,7.3,0.86,0,0,1,0,1,0,0,0,1,0,0,2
0,1,45.87,6.52,0,0,1,0,1,0,0,0,0,0,1,1
0,1,49.19,7.62,0,1,0,0,1,0,0,0,0,0,1,1
0,0,38.43,1.58,0,1,0,0,1,0,0,0,0,1,0,2
0,1,56.67,7.36,0,1,0,0,1,0,0,0,0,0,1,1
0,1,42.12,7.38,0,1,0,0,1,0,0,0,0,0,1,1
0,1,5.71,2.74,0,1,0,0,1,0,0,0,0,0,1,1
0,1,71.86,1.49,0,1,0,0,1,0,0,0,0,0,1,2
0,1,36.06,5.55,0,1,0,0,1,0,0,0,0,0,1,1
0,1,71.04,7.19,0,1,0,0,1,0,0,0,0,0,1,1
0,1,75.48,6.47,0,1,0,0,1,0,0,0,0,0,1,1
0,1,3.39,4.6,0,1,0,0,1,0,0,0,0,0,1,1
0,1,26.4,7.35,0,1,0,0,1,0,0,0,0,0,1,1
0,0,59.64,2.33,0,1,0,0,1,0,0,0,1,0,0,2
0,1,34.77,7.54,0,0,1,0,1,0,0,0,0,0,1,1
1,0,4.39,2.84,0,0,1,0,1,0,0,0,1,0,0,1
0,0,76.73,2.74,0,0,1,0,1,0,0,0,1,0,0,6
0,1,26.59,7.42,0,0,1,0,1,0,0,0,0,0,1,1
0,0,39.65,1.96,0,0,1,0,1,0,0,0,0,0,1,3
0,1,33.59,0.69,0,1,0,0,1,0,0,0,0,0,1,2
0,1,64.86,5.11,0,1,0,0,1,0,0,0,0,0,1,1
0,1,81.46,2.75,0,1,0,0,1,0,0,0,0,0,1,1
0,1,32.31,6.42,0,1,0,0,1,0,0,0,0,0,1,1
0,1,75.83,7.3,0,1,0,0,1,0,0,0,0,0,1,1
0,1,88.02,7.03,0,1,0,0,1,0,0,0,0,0,1,1
0,1,83.1,7.07,0,1,0,0,1,0,0,0,0,0,1,1
0,1,12.22,3.86,0,1,0,0,1,0,0,0,0,0,1,1
1,1,83.37,4.49,0,1,0,0,1,0,0,0,0,0,1,1
1,0,61.27,2.11,0,1,0,0,1,0,0,0,1,0,0,6
0,1,37.97,6.46,0,0,1,0,1,0,0,0,0,0,1,1
0,0,16.41,0.77,0,0,1,0,1,0,0,0,0,1,0,2
0,1,0.95,6.58,0,0,1,0,1,0,0,0,0,0,1,1
0,1,64.29,6.4,0,0,1,0,1,0,0,0,0,0,1,1
0,1,2.11,5.92,0,0,1,0,1,0,0,0,0,0,1,1
0,1,34.7,0.76,0,0,1,0,1,0,0,0,0,0,1,2
0,0,24.32,1.72,0,0,1,0,1,0,0,0,1,0,0,6
1,0,39.23,1.81,0,0,1,0,1,0,0,0,0,0,1,6
0,1,60.48,3.06,0,0,1,0,1,0,0,0,0,0,1,1
1,1,6.36,5.9,0,0,1,0,1,0,0,0,0,0,1,1
0,0,66.64,0.47,0,0,1,0,1,0,0,0,0,1,0,2
1,1,47.57,7.3,0,0,1,0,1,0,0,0,0,0,1,1
1,0,36.74,2.37,0,1,0,0,1,0,0,0,0,0,1,1
0,1,14.21,5.76,0,1,0,0,1,0,0,0,0,0,1,1
0,1,59.97,3.02,0,1,0,0,1,0,0,0,0,0,1,1
1,1,36.3,5.98,0,1,0,0,1,0,0,0,0,0,1,1
0,1,17.81,5.7,0,1,0,0,1,0,0,0,0,0,1,1
0,1,69.3,3.03,0,1,0,0,1,0,0,0,0,0,1,1
0,0,54.28,2.68,0,1,0,0,1,0,0,0,0,0,1,6
0,1,28.67,7.37,0,1,0,0,1,0,0,0,0,0,1,1
0,1,88.39,7.02,0,1,0,0,1,0,0,0,0,0,1,1
1,0,28.02,2.9,0,1,0,0,1,0,0,0,1,0,0,2
0,1,69.46,6.97,0,1,0,0,1,0,0,0,0,0,1,1
0,0,19.26,2.48,0,1,0,0,1,0,0,0,0,0,1,1
0,1,2.97,7.36,0,1,0,0,1,0,0,0,0,0,1,1
0,0,37.55,3.57,0,1,0,0,1,0,0,0,0,1,0,6
1,0,0.0,1.84,0,1,0,0,1,0,0,0,1,0,0,1
0,1,63.77,7.28,0,1,0,0,1,0,0,0,0,0,1,1
1,0,27.87,1.4,0,1,0,0,1,0,0,0,1,0,0,2
0,1,41.0,5.72,0,0,1,0,1,0,0,0,0,0,1,1
0,0,23.23,1.1,0,0,1,0,1,0,0,0,1,0,0,2
0,0,63.6,0.55,0,0,1,0,1,0,0,0,0,1,0,6
0,1,12.56,6.01,0,0,1,0,1,0,0,0,0,0,1,1
0,1,63.3,1.64,0,1,0,0,1,0,0,0,0,0,1,2
0,1,58.58,0.26,0,1,0,0,1,0,0,0,0,0,1,1
0,1,55.59,0.53,0,1,0,0,1,0,0,0,0,0,1,2
1,1,40.49,0.75,0,1,0,0,1,0,0,0,0,0,1,4
1,1,52.25,0.76,0,0,1,0,1,0,0,0,0,0,1,2
0,1,41.52,7.39,0,0,1,0,1,0,0,0,0,0,1,1
1,1,39.13,7.42,0,0,1,0,1,0,0,0,0,0,1,1
0,0,52.25,0.76,0,0,1,0,1,0,0,0,1,0,0,2
0,1,34.62,4.98,0,0,1,0,1,0,0,0,0,0,1,1
0,0,33.59,0.69,0,0,1,0,1,0,0,0,1,0,0,2
0,0,63.96,0.3,0,0,1,0,1,0,0,0,1,0,0,2
0,1,38.43,6.22,0,0,1,0,1,0,0,0,0,0,1,1
0,1,48.74,7.39,0,0,1,0,1,0,0,0,0,0,1,1
1,0,61.28,0.62,0,0,1,0,1,0,0,0,1,0,0,2
0,1,19.23,7.44,0,0,1,0,1,0,0,0,0,0,1,1
0,1,43.59,0.87,0,0,1,0,1,0,0,0,0,0,1,2
0,1,87.59,7.08,0,1,0,0,1,0,0,0,0,0,1,1
0,1,32.8,7.43,0,1,0,0,1,0,0,0,0,0,1,1
0,1,87.82,0.6,0,1,0,0,1,0,0,0,0,0,1,1
0,1,36.27,7.54,0,0,1,0,1,0,0,0,0,0,1,1
0,0,38.51,0.87,0,0,1,0,1,0,0,0,1,0,0,2
0,1,51.48,6.05,0,0,1,0,1,0,0,0,0,0,1,1
0,0,17.94,1.41,0,0,1,0,1,0,0,0,0,1,0,2
0,1,86.59,7.03,0,0,1,0,1,0,0,0,0,0,1,1
1,1,74.66,7.17,0,0,1,0,1,0,0,0,0,0,1,1
0,1,25.6,4.91,0,0,1,0,1,0,0,0,0,0,1,1
0,1,19.81,7.87,0,0,1,0,1,0,0,0,0,0,1,1
0,1,9.03,5.55,0,0,1,0,1,0,0,0,0,0,1,1
0,1,8.73,6.1,0,0,1,0,1,0,0,0,0,0,1,1
0,1,34.77,7.54,0,0,1,0,1,0,0,0,0,0,1,1
0,0,58.72,3.44,0,0,1,0,1,0,0,0,1,0,0,1
0,1,55.24,7.29,0,0,1,0,1,0,0,0,0,0,1,6
0,1,46.67,6.14,0,0,1,0,1,0,0,0,0,0,1,1
0,1,43.69,5.59,0,0,1,0,1,0,0,0,0,0,1,1
1,1,77.52,7.25,0,0,1,0,1,0,0,0,0,0,1,1
0,1,35.25,7.45,0,0,1,0,1,0,0,0,0,0,1,1
1,0,11.51,1.09,0,0,1,0,1,0,0,0,1,0,0,2
0,1,89.29,7.02,0,0,1,0,1,0,0,0,0,0,1,1
0,1,39.4,7.37,0,0,1,0,1,0,0,0,0,0,1,1
0,0,51.96,2.0,0,0,1,0,1,0,0,0,1,0,0,6
0,1,49.01,7.43,0,0,1,0,1,0,0,0,0,0,1,1
0,1,60.28,7.27,0,0,1,0,1,0,0,0,0,0,1,1
0,0,4.3,2.18,0,0,1,0,1,0,0,0,0,0,1,3
0,1,2.38,7.85,0,0,1,0,1,0,0,0,0,0,1,1
0,1,28.4,4.35,0,0,1,0,1,0,0,0,0,0,1,1
0,0,37.8,4.35,0,0,1,0,1,0,0,0,0,1,0,6
0,1,83.94,7.01,0,0,1,0,1,0,0,0,0,0,1,1
0,0,36.8,1.82,0,0,1,0,1,0,0,0,0,0,1,3
0,1,77.52,7.25,0,1,0,0,1,0,0,0,0,0,1,1
0,1,84.04,7.11,0,1,0,0,1,0,0,0,0,0,1,1
0,0,42.79,1.68,0,1,0,0,1,0,0,0,0,0,1,6
0,1,65.26,4.79,0,1,0,0,1,0,0,0,0,0,1,1
0,1,5.42,0.58,0,1,0,0,1,0,0,0,0,0,1,2
0,1,54.64,0.8,0,1,0,0,1,0,0,0,0,0,1,2
0,1,29.65,0.66,0,1,0,0,1,0,0,0,0,0,1,4
0,1,64.61,4.04,0,1,0,0,1,0,0,0,0,0,1,1
0,1,70.67,4.73,0,0,1,0,1,0,0,0,0,0,1,1
0,1,66.67,7.29,0,0,1,0,1,0,0,0,0,0,1,1
0,1,11.39,7.44,0,0,1,0,1,0,0,0,0,0,1,1
0,1,83.99,7.06,0,0,1,0,1,0,0,0,0,0,1,1
0,1,5.83,7.5,0,0,1,0,1,0,0,0,0,0,1,1
1,1,28.84,7.45,0,0,1,0,1,0,0,0,0,0,1,1
0,1,73.82,7.2,0,0,1,0,1,0,0,0,0,0,1,1
0,0,8.41,1.86,0,0,1,0,1,0,0,0,0,1,0,6
0,1,11.14,7.88,0,0,1,0,1,0,0,0,0,0,1,1
0,1,72.17,5.83,0,1,0,0,1,0,0,0,0,0,1,1
0,0,9.29,3.37,0,1,0,0,1,0,0,0,0,0,1,1
0,0,26.64,2.31,0,1,0,0,1,0,0,0,0,1,0,6
0,1,42.39,7.27,0,1,0,0,1,0,0,0,0,0,1,1
0,1,48.17,7.3,0,1,0,0,1,0,0,0,0,0,1,1
0,0,54.45,1.27,0,1,0,0,1,0,0,0,1,0,0,1
0,1,88.4,6.75,0,1,0,0,1,0,0,0,0,0,1,1
0,1,8.51,1.47,0,1,0,0,1,0,0,0,0,0,1,2
0,1,12.76,6.41,0,1,0,0,1,0,0,0,0,0,1,1
0,1,76.77,1.06,0,1,0,0,1,0,0,0,0,0,1,2
0,1,41.19,6.03,0,1,0,0,1,0,0,0,0,0,1,1
0,1,4.69,5.99,0,1,0,0,1,0,0,0,0,0,1,1
0,0,43.36,0.71,0,1,0,0,1,0,0,0,0,1,0,2
1,1,12.71,7.42,0,0,1,0,1,0,0,0,0,0,1,1
0,1,46.96,7.3,0,0,1,0,1,0,0,0,0,0,1,1
0,1,59.53,7.33,0,0,1,0,1,0,0,0,0,0,1,1
0,1,88.86,7.13,0,0,1,0,1,0,0,0,0,0,1,1
0,1,63.21,4.7,1,0,0,0,1,0,0,0,0,0,1,1
0,1,15.42,6.14,1,0,0,0,1,0,0,0,0,0,1,1
0,1,60.98,1.18,1,0,0,0,1,0,0,0,0,0,1,4
0,1,0.0,6.47,1,0,0,0,1,0,0,0,0,0,1,1
0,1,8.29,6.04,1,0,0,0,1,0,0,0,0,0,1,1
0,1,6.3,6.45,1,0,0,0,1,0,0,0,0,0,1,1
0,1,35.56,4.02,1,0,0,0,1,0,0,0,0,0,1,1
0,0,6.7,0.47,1,0,0,0,1,0,0,0,0,0,1,1
0,1,16.96,5.78,1,0,0,0,1,0,0,0,0,0,1,1
0,1,30.91,5.93,1,0,0,0,1,0,0,0,0,0,1,1
0,1,19.62,3.24,1,0,0,0,1,0,0,0,0,0,1,1
0,1,9.23,6.11,1,0,0,0,1,0,0,0,0,0,1,1
0,1,29.49,2.87,1,0,0,0,1,0,0,0,0,0,1,1
0,1,7.43,7.58,0,1,0,0,1,0,0,0,0,0,1,1
0,1,7.3,0.86,0,1,0,0,1,0,0,0,0,0,1,5
0,1,2.95,7.42,0,1,0,0,1,0,0,0,0,0,1,1
1,0,43.82,1.1,0,1,0,0,1,0,0,0,1,0,0,1
0,1,29.62,5.29,0,1,0,0,1,0,0,0,0,0,1,1
